660,1475
627,1475
693,1474
788,1474
758,1474
726,1474
919,1474
821,1474
1050,1474
1017,1474
985,1474
953,1474
888,1474
854,1474
1149,1473
1083,1473
1114,1473
1180,1473
1212,1473
1244,1473
1277,1473
1309,1472
1341,1472
1374,1472
1407,1472
1439,1472
1471,1471
1503,1471
1536,1471
1569,1471
1600,1470
1633,1470
1666,1470
1699,1470
1828,1469
1733,1469
1763,1469
1795,1469
725,1442
626,1442
659,1442
691,1442
855,1442
756,1442
789,1442
821,1442
887,1442
919,1442
952,1442
1082,1441
1017,1441
1049,1441
986,1441
1114,1441
1147,1441
1180,1441
1276,1440
1244,1440
1211,1440
1309,1440
1342,1440
1374,1440
1406,1439
1438,1439
1471,1439
1504,1439
1535,1438
1568,1438
1601,1438
1633,1438
1667,1438
1763,1437
1700,1437
1731,1437
1795,1437
1828,1437
723,1410
627,1410
659,1410
691,1410
756,1410
789,1410
821,1410
951,1409
1147,1409
1115,1409
1082,1409
1050,1409
1018,1409
985,1409
854,1409
886,1409
920,1409
1179,1408
1211,1408
1244,1408
1277,1408
1310,1408
1341,1407
1374,1407
1406,1407
1439,1407
1472,1407
1503,1406
1535,1406
1569,1406
1601,1406
1634,1406
1698,1405
1665,1405
1731,1405
1764,1405
1796,1405
1827,1404
691,1377
756,1377
725,1377
660,1377
628,1377
788,1377
855,1377
886,1377
952,1377
920,1377
984,1377
822,1377
1116,1376
1051,1376
1081,1376
1146,1376
1179,1376
1212,1376
1018,1376
1243,1375
1276,1375
1309,1375
1342,1375
1374,1375
1407,1375
1438,1374
1471,1374
1503,1374
1536,1374
1569,1374
1602,1374
1634,1373
1666,1373
1699,1373
1731,1373
1764,1373
1829,1372
1795,1372
659,1345
627,1345
789,1345
692,1345
724,1345
852,1344
822,1344
758,1344
1016,1344
885,1344
1180,1344
1148,1344
1114,1344
1083,1344
1050,1344
985,1344
919,1344
950,1344
1310,1343
1211,1343
1244,1343
1277,1343
1374,1342
1341,1342
1406,1342
1439,1342
1471,1342
1504,1342
1537,1342
1634,1341
1568,1341
1601,1341
1666,1341
1699,1341
1732,1341
1763,1340
1795,1340
1828,1340
691,1312
757,1312
725,1312
628,1312
660,1312
789,1312
821,1312
952,1312
1082,1312
1049,1312
1017,1312
983,1312
919,1312
887,1312
854,1312
1113,1311
1146,1311
1179,1311
1211,1311
1244,1311
1472,1310
1276,1310
1309,1310
1341,1310
1374,1310
1407,1310
1439,1310
1503,1309
1536,1309
1568,1309
1601,1309
1634,1309
1667,1309
1698,1308
1731,1308
1763,1308
1796,1308
1828,1308
659,1280
627,1280
724,1279
788,1279
755,1279
821,1279
854,1279
693,1279
1016,1279
885,1279
1179,1279
1147,1279
1115,1279
1082,1279
1050,1279
920,1279
985,1279
950,1279
1211,1278
1243,1278
1276,1278
1309,1278
1342,1278
1373,1277
1407,1277
1438,1277
1471,1277
1504,1277
1536,1277
1569,1277
1600,1276
1633,1276
1666,1276
1699,1276
1732,1276
1764,1276
1795,1275
1827,1275
692,1247
625,1247
658,1247
756,1247
723,1247
788,1247
821,1247
854,1247
885,1246
917,1246
1213,1246
1081,1246
1113,1246
1146,1246
1179,1246
1244,1246
1277,1246
984,1246
950,1246
1050,1246
1016,1246
1308,1245
1341,1245
1374,1245
1406,1245
1439,1245
1635,1244
1470,1244
1503,1244
1536,1244
1568,1244
1601,1244
1667,1244
1763,1243
1829,1243
1797,1243
1733,1243
1701,1243
757,1214
725,1214
788,1214
692,1214
660,1214
627,1214
951,1214
1114,1214
1082,1214
1049,1214
1017,1214
984,1214
820,1214
919,1214
887,1214
854,1214
1245,1213
1178,1213
1211,1213
1147,1213
1276,1213
1309,1213
1342,1213
1375,1213
1406,1212
1438,1212
1471,1212
1504,1212
1536,1212
1569,1212
1732,1211
1603,1211
1633,1211
1828,1211
1797,1211
1765,1211
1700,1211
1668,1211
659,1182
625,1182
723,1182
690,1182
756,1182
822,1181
852,1181
790,1181
1048,1181
885,1181
1245,1181
1212,1181
1180,1181
1147,1181
1115,1181
1082,1181
1017,1181
950,1181
917,1181
985,1181
1472,1180
1276,1180
1308,1180
1342,1180
1374,1180
1406,1180
1439,1180
1536,1179
1504,1179
1732,1179
1700,1179
1667,1179
1635,1179
1603,1179
1570,1179
1795,1178
1829,1178
1766,1178
625,1149
657,1149
755,1149
690,1149
722,1149
853,1149
951,1149
918,1149
886,1149
821,1149
789,1149
1244,1148
1147,1148
1178,1148
1211,1148
1115,1148
1276,1148
1309,1148
1342,1148
1375,1148
1016,1148
983,1148
1048,1148
1080,1148
1407,1147
1439,1147
1471,1147
1503,1147
1536,1147
1569,1147
1602,1147
1633,1146
1733,1146
1829,1146
1797,1146
1764,1146
1666,1146
1701,1146
691,1117
658,1117
626,1117
754,1116
722,1116
787,1116
1081,1116
820,1116
950,1116
1114,1116
1049,1116
1017,1116
984,1116
919,1116
887,1116
854,1116
1181,1115
1212,1115
1243,1115
1276,1115
1309,1115
1341,1115
1374,1115
1407,1115
1439,1115
1472,1115
1145,1115
1536,1114
1505,1114
1569,1114
1600,1114
1797,1114
1765,1114
1732,1114
1700,1114
1667,1114
1635,1114
1830,1113
690,1084
625,1084
657,1084
723,1084
755,1084
788,1084
821,1084
854,1083
884,1083
917,1083
1147,1083
1081,1083
1113,1083
1179,1083
1049,1083
1211,1083
1245,1083
1277,1083
952,1083
1017,1083
982,1083
1308,1082
1341,1082
1373,1082
1406,1082
1440,1082
1471,1082
1503,1082
1536,1082
1569,1082
1667,1081
1635,1081
1603,1081
1698,1081
1829,1081
1797,1081
1766,1081
1733,1081
723,1051
692,1051
624,1051
658,1051
754,1051
854,1051
984,1051
951,1051
918,1051
886,1051
821,1051
789,1051
1148,1050
1178,1050
1211,1050
1244,1050
1276,1050
1309,1050
1342,1050
1374,1050
1407,1050
1115,1050
1018,1050
1048,1050
1080,1050
1504,1049
1570,1049
1537,1049
1473,1049
1441,1049
1600,1049
1633,1049
1828,1049
1797,1049
